id,line_idx,lat,lng,green,score,reason
C000846,2643,33.320844,-106.078344,0.009,0,desert cull (greenness below threshold)
C000847,2645,33.323279,-106.078961,0.009,0,desert cull (greenness below threshold)
C000848,2646,33.324608,-106.079300,0.010,0,desert cull (greenness below threshold)
C000849,2648,33.327191,-106.079956,0.010,0,desert cull (greenness below threshold)
C000850,2649,33.328503,-106.080288,0.010,0,desert cull (greenness below threshold)
C000851,2652,33.332430,-106.081280,0.011,0,desert cull (greenness below threshold)
C000852,2655,33.336362,-106.082277,0.009,0,desert cull (greenness below threshold)
C000853,2657,33.338967,-106.082942,0.009,0,desert cull (greenness below threshold)
C000854,2659,33.341304,-106.083538,0.009,0,desert cull (greenness below threshold)
C000855,2661,33.343792,-106.083720,0.009,0,desert cull (greenness below threshold)
C000856,2662,33.344874,-106.083595,0.009,0,desert cull (greenness below threshold)
C000857,2664,33.346799,-106.083200,0.009,0,desert cull (greenness below threshold)
C000858,2666,33.348921,-106.082733,0.009,0,desert cull (greenness below threshold)
C000859,2668,33.351139,-106.082256,0.009,0,desert cull (greenness below threshold)
C000860,2671,33.355090,-106.081387,0.009,0,desert cull (greenness below threshold)
C000861,2673,33.357725,-106.080817,0.009,0,desert cull (greenness below threshold)
C000862,2674,33.358772,-106.080585,0.010,0,desert cull (greenness below threshold)
C000863,2676,33.361172,-106.080062,0.010,0,desert cull (greenness below threshold)
C000864,2677,33.362245,-106.079830,0.010,0,desert cull (greenness below threshold)
C000865,2679,33.364419,-106.079362,0.010,0,desert cull (greenness below threshold)
C000866,2680,33.365768,-106.079065,0.010,0,desert cull (greenness below threshold)
C000867,2681,33.367083,-106.078778,0.011,0,desert cull (greenness below threshold)
C000868,2683,33.369708,-106.078199,0.009,0,desert cull (greenness below threshold)
C000869,2684,33.371026,-106.077914,0.010,0,desert cull (greenness below threshold)
C000870,2686,33.373479,-106.077380,0.010,0,desert cull (greenness below threshold)
C000871,2689,33.377114,-106.076583,0.009,0,desert cull (greenness below threshold)
C000872,2691,33.379694,-106.076021,0.009,0,desert cull (greenness below threshold)
C000873,2692,33.381013,-106.075733,0.011,0,desert cull (greenness below threshold)
C000874,2694,33.383634,-106.075159,0.011,0,desert cull (greenness below threshold)
C000875,2695,33.384946,-106.074873,0.010,0,desert cull (greenness below threshold)
C000876,2696,33.386285,-106.074588,0.009,0,desert cull (greenness below threshold)
C000877,2698,33.388888,-106.074010,0.007,0,desert cull (greenness below threshold)
C000878,2704,33.323507,-106.074963,0.008,0,desert cull (greenness below threshold)
C000879,2711,33.319292,-106.071337,0.010,0,desert cull (greenness below threshold)
C000880,2715,33.316095,-106.068226,0.008,0,desert cull (greenness below threshold)
C000881,2720,33.326384,-106.074030,0.010,0,desert cull (greenness below threshold)
C000882,2723,33.326787,-106.070064,0.010,0,desert cull (greenness below threshold)
C000883,2726,33.327193,-106.066131,0.011,0,desert cull (greenness below threshold)
C000884,2728,33.327908,-106.064345,0.010,0,desert cull (greenness below threshold)
C000885,2729,33.328412,-106.063170,0.011,0,desert cull (greenness below threshold)
C000886,2732,33.329966,-106.059387,0.011,0,desert cull (greenness below threshold)
C000887,2734,33.331079,-106.056742,0.011,0,desert cull (greenness below threshold)
C000888,2735,33.331636,-106.055404,0.012,0,desert cull (greenness below threshold)
C000889,2736,33.332237,-106.053977,0.012,0,desert cull (greenness below threshold)
C000890,2738,33.333407,-106.051162,0.011,0,desert cull (greenness below threshold)
C000891,2740,33.334545,-106.048422,0.010,0,desert cull (greenness below threshold)
C000892,2743,33.335267,-106.043765,0.010,0,desert cull (greenness below threshold)
C000893,2745,33.335756,-106.040604,0.010,0,desert cull (greenness below threshold)
C000894,2748,33.336463,-106.036046,0.012,0,desert cull (greenness below threshold)
C000895,2750,33.336945,-106.032944,0.012,0,desert cull (greenness below threshold)
C000896,2753,33.338112,-106.028668,0.012,0,desert cull (greenness below threshold)
C000897,2755,33.338964,-106.026322,0.012,0,desert cull (greenness below threshold)
C000898,2758,33.340459,-106.022091,0.011,0,desert cull (greenness below threshold)
C000899,2760,33.341494,-106.019157,0.010,0,desert cull (greenness below threshold)
C000900,2762,33.342507,-106.016302,0.012,0,desert cull (greenness below threshold)
C000901,2763,33.343026,-106.014865,0.012,0,desert cull (greenness below threshold)
C000902,2764,33.343536,-106.013415,0.012,0,desert cull (greenness below threshold)
C000903,2766,33.344578,-106.010445,0.011,0,desert cull (greenness below threshold)
C000904,2770,33.345597,-106.006188,0.011,0,desert cull (greenness below threshold)
C000905,2772,33.346716,-106.003689,0.011,0,desert cull (greenness below threshold)
C000906,2774,33.347970,-106.000893,0.012,0,desert cull (greenness below threshold)
C000907,2776,33.349135,-105.998291,0.012,0,desert cull (greenness below threshold)
C000908,2782,33.350875,-105.994433,0.011,0,desert cull (greenness below threshold)
C000909,2784,33.352083,-105.991741,0.012,0,desert cull (greenness below threshold)
C000910,2786,33.353365,-105.988859,0.010,0,desert cull (greenness below threshold)
C000911,2787,33.354114,-105.987281,0.010,0,desert cull (greenness below threshold)
C000912,2788,33.354554,-105.986315,0.010,0,desert cull (greenness below threshold)
C000913,2790,33.355887,-105.983378,0.010,0,desert cull (greenness below threshold)
C000914,2792,33.357227,-105.980445,0.010,0,desert cull (greenness below threshold)
C000915,2793,33.357876,-105.979001,0.010,0,desert cull (greenness below threshold)
C000916,2794,33.358494,-105.977589,0.010,0,desert cull (greenness below threshold)
C000917,2796,33.359899,-105.974545,0.010,0,desert cull (greenness below threshold)
C000918,2798,33.361126,-105.971811,0.011,0,desert cull (greenness below threshold)
C000919,2800,33.362029,-105.969819,0.011,0,desert cull (greenness below threshold)
C000920,2801,33.362775,-105.968192,0.011,0,desert cull (greenness below threshold)
C000921,2803,33.363737,-105.966047,0.012,0,desert cull (greenness below threshold)
C000922,2806,33.365237,-105.962179,0.012,0,desert cull (greenness below threshold)
C000923,2807,33.366387,-105.961611,0.012,0,desert cull (greenness below threshold)
C000924,2808,33.367370,-105.961089,0.012,0,desert cull (greenness below threshold)
C000925,2810,33.369285,-105.960116,0.012,0,desert cull (greenness below threshold)
C000926,2811,33.370258,-105.959616,0.012,0,desert cull (greenness below threshold)
C000927,2814,33.373624,-105.959547,0.011,0,desert cull (greenness below threshold)
C000928,2817,33.377674,-105.960126,0.009,0,desert cull (greenness below threshold)
C000929,2820,33.381871,-105.960738,0.009,0,desert cull (greenness below threshold)
C000930,2823,33.385515,-105.962502,0.009,0,desert cull (greenness below threshold)
C000931,2826,33.388993,-105.964839,0.010,0,desert cull (greenness below threshold)
C000932,2829,33.392785,-105.967361,0.010,0,desert cull (greenness below threshold)
C000933,2832,33.396532,-105.969890,0.010,0,desert cull (greenness below threshold)
C000934,2836,33.400309,-105.972431,0.010,0,desert cull (greenness below threshold)
C000935,2839,33.403687,-105.974734,0.010,0,desert cull (greenness below threshold)
C000936,2840,33.405005,-105.975615,0.011,0,desert cull (greenness below threshold)
C000937,2843,33.408189,-105.977643,0.011,0,desert cull (greenness below threshold)
C000938,2846,33.411973,-105.980170,0.010,0,desert cull (greenness below threshold)
C000939,2847,33.413228,-105.981009,0.010,0,desert cull (greenness below threshold)
C000940,2848,33.414706,-105.982009,0.010,0,desert cull (greenness below threshold)
C000941,2852,33.418986,-105.983503,0.010,0,desert cull (greenness below threshold)
C000942,2855,33.422347,-105.983901,0.009,0,desert cull (greenness below threshold)
C000943,2863,33.426712,-105.989038,0.009,0,desert cull (greenness below threshold)
C000944,2864,33.428356,-105.989374,0.008,0,desert cull (greenness below threshold)
C000945,2870,33.367064,-105.956000,0.008,0,desert cull (greenness below threshold)
C000946,2878,33.334988,-106.031658,0.011,0,desert cull (greenness below threshold)
C000947,2882,33.332614,-106.033158,0.009,0,desert cull (greenness below threshold)
C000948,2896,33.318244,-106.083349,0.010,0,desert cull (greenness below threshold)
C000949,2900,33.318250,-106.088754,0.011,0,desert cull (greenness below threshold)
C000950,2903,33.318263,-106.092730,0.010,0,desert cull (greenness below threshold)
C000951,2907,33.318326,-106.097967,0.010,0,desert cull (greenness below threshold)
C000952,2910,33.318363,-106.101895,0.009,0,desert cull (greenness below threshold)
C000953,2914,33.318390,-106.107133,0.009,0,desert cull (greenness below threshold)
C000954,2917,33.318449,-106.111060,0.008,0,desert cull (greenness below threshold)
C000955,2921,33.318484,-106.115646,0.006,0,desert cull (greenness below threshold)
C000956,2927,33.178718,-106.059567,0.011,0,desert cull (greenness below threshold)
C000957,2930,33.178749,-106.064218,0.009,0,desert cull (greenness below threshold)
C000958,2933,33.178780,-106.068917,0.009,0,desert cull (greenness below threshold)
C000959,2936,33.178808,-106.073433,0.009,0,desert cull (greenness below threshold)
C000960,2939,33.178839,-106.078125,0.009,0,desert cull (greenness below threshold)
C000961,2942,33.178863,-106.082733,0.009,0,desert cull (greenness below threshold)
C000962,2944,33.178883,-106.085871,0.009,0,desert cull (greenness below threshold)
C000963,2948,33.178920,-106.091675,0.010,0,desert cull (greenness below threshold)
C000964,2951,33.178946,-106.096008,0.009,0,desert cull (greenness below threshold)
C000965,2954,33.178974,-106.100379,0.009,0,desert cull (greenness below threshold)
C000966,2957,33.179000,-106.104514,0.009,0,desert cull (greenness below threshold)
C000967,2960,33.179015,-106.108832,0.009,0,desert cull (greenness below threshold)
C000968,2963,33.179046,-106.113406,0.008,0,desert cull (greenness below threshold)
C000969,2967,33.179081,-106.118698,0.009,0,desert cull (greenness below threshold)
C000970,2970,33.179106,-106.123206,0.009,0,desert cull (greenness below threshold)
C000971,2973,33.179132,-106.127945,0.010,0,desert cull (greenness below threshold)
C000972,2976,33.179158,-106.132343,0.009,0,desert cull (greenness below threshold)
C000973,2979,33.179176,-106.137013,0.010,0,desert cull (greenness below threshold)
C000974,2982,33.179189,-106.141681,0.010,0,desert cull (greenness below threshold)
C000975,2985,33.179187,-106.146270,0.012,0,desert cull (greenness below threshold)
C000976,2988,33.179220,-106.150968,0.011,0,desert cull (greenness below threshold)
C000977,2991,33.179274,-106.155382,0.011,0,desert cull (greenness below threshold)
C000978,2994,33.178092,-106.157455,0.010,0,desert cull (greenness below threshold)
C000979,2996,33.175805,-106.158588,0.009,0,desert cull (greenness below threshold)
C000980,2997,33.174854,-106.159057,0.010,0,desert cull (greenness below threshold)
C000981,2999,33.172706,-106.160120,0.009,0,desert cull (greenness below threshold)
C000982,3000,33.171627,-106.160654,0.009,0,desert cull (greenness below threshold)
C000983,3002,33.169469,-106.161719,0.009,0,desert cull (greenness below threshold)
C000984,3003,33.168392,-106.162252,0.009,0,desert cull (greenness below threshold)
C000985,3004,33.167310,-106.162788,0.009,0,desert cull (greenness below threshold)
C000986,3007,33.164078,-106.164383,0.009,0,desert cull (greenness below threshold)
C000987,3009,33.161940,-106.165443,0.010,0,desert cull (greenness below threshold)
C000988,3010,33.160843,-106.165984,0.010,0,desert cull (greenness below threshold)
C000989,3012,33.158693,-106.167060,0.010,0,desert cull (greenness below threshold)
C000990,3014,33.156535,-106.168126,0.009,0,desert cull (greenness below threshold)
C000991,3017,33.153810,-106.169472,0.009,0,desert cull (greenness below threshold)
C000992,3022,33.158217,-106.170780,0.010,0,desert cull (greenness below threshold)
C000993,3025,33.161084,-106.171779,0.010,0,desert cull (greenness below threshold)
C000994,3030,33.165281,-106.175974,0.011,0,desert cull (greenness below threshold)
C000995,3034,33.168850,-106.179559,0.011,0,desert cull (greenness below threshold)
C000996,3038,33.172433,-106.183138,0.011,0,desert cull (greenness below threshold)
C000997,3043,33.176852,-106.187556,0.011,0,desert cull (greenness below threshold)
C000998,3044,33.177740,-106.188444,0.011,0,desert cull (greenness below threshold)
C000999,3047,33.180425,-106.191128,0.011,0,desert cull (greenness below threshold)
C001000,3051,33.183999,-106.194703,0.011,0,desert cull (greenness below threshold)
C001001,3055,33.187573,-106.198279,0.011,0,desert cull (greenness below threshold)
C001002,3060,33.192028,-106.202761,0.011,0,desert cull (greenness below threshold)
C001003,3064,33.195447,-106.206195,0.011,0,desert cull (greenness below threshold)
C001004,3070,33.199393,-106.212438,0.011,0,desert cull (greenness below threshold)
C001005,3074,33.201255,-106.217254,0.011,0,desert cull (greenness below threshold)
C001006,3077,33.203257,-106.220559,0.011,0,desert cull (greenness below threshold)
C001007,3082,33.206861,-106.226015,0.011,0,desert cull (greenness below threshold)
C001008,3087,33.210435,-106.231409,0.011,0,desert cull (greenness below threshold)
C001009,3093,33.214731,-106.237896,0.011,0,desert cull (greenness below threshold)
C001010,3098,33.218352,-106.243346,0.011,0,desert cull (greenness below threshold)
C001011,3103,33.221992,-106.248781,0.011,0,desert cull (greenness below threshold)
C001012,3108,33.225633,-106.254181,0.012,0,desert cull (greenness below threshold)
C001013,3113,33.229278,-106.259515,0.011,0,desert cull (greenness below threshold)
C001014,3116,33.231482,-106.262738,0.011,0,desert cull (greenness below threshold)
C001015,3119,33.233672,-106.265943,0.011,0,desert cull (greenness below threshold)
C001016,3124,33.237225,-106.271136,0.007,0,desert cull (greenness below threshold)
C001017,3126,33.180367,-106.152715,0.010,0,desert cull (greenness below threshold)
C001018,3128,33.182542,-106.152690,0.009,0,desert cull (greenness below threshold)
C001019,3138,33.148224,-106.042979,0.009,0,desert cull (greenness below threshold)
C001020,3141,33.149836,-106.041271,0.010,0,desert cull (greenness below threshold)
C001021,3146,33.148060,-106.038429,0.011,0,desert cull (greenness below threshold)
C001022,3153,33.145166,-106.035323,0.007,0,desert cull (greenness below threshold)
C001023,3154,33.144273,-106.035288,0.008,0,desert cull (greenness below threshold)
C001024,3162,33.141068,-106.036773,0.011,0,desert cull (greenness below threshold)
C001025,3168,33.138822,-106.032435,0.010,0,desert cull (greenness below threshold)
C001026,3171,33.138813,-106.028214,0.006,0,desert cull (greenness below threshold)
C001027,3175,33.150069,-106.036981,0.010,0,desert cull (greenness below threshold)
C001028,3179,33.154291,-106.036971,0.011,0,desert cull (greenness below threshold)
C001029,3182,33.157471,-106.036964,0.011,0,desert cull (greenness below threshold)
C001030,3186,33.161670,-106.036953,0.010,0,desert cull (greenness below threshold)
C001031,3189,33.164848,-106.036747,0.011,0,desert cull (greenness below threshold)
C001032,3190,33.165906,-106.036744,0.011,0,desert cull (greenness below threshold)
C001033,3193,33.169081,-106.036737,0.011,0,desert cull (greenness below threshold)
C001034,3194,33.169083,-106.038071,0.008,0,desert cull (greenness below threshold)
C001035,3200,33.172041,-106.036729,0.009,0,desert cull (greenness below threshold)
C001036,3201,33.173027,-106.036727,0.009,0,desert cull (greenness below threshold)
C001037,3204,33.173342,-106.039017,0.008,0,desert cull (greenness below threshold)
C001038,3215,33.145036,-106.041404,0.009,0,desert cull (greenness below threshold)
C001039,3221,33.106098,-106.048400,0.010,0,desert cull (greenness below threshold)
C001040,3224,33.106195,-106.053357,0.007,0,desert cull (greenness below threshold)
C001041,3229,33.106282,-106.057715,0.007,0,desert cull (greenness below threshold)
C001042,3234,33.106350,-106.061522,0.006,0,desert cull (greenness below threshold)
C001043,3239,33.108723,-106.062158,0.006,0,desert cull (greenness below threshold)
C001044,3249,33.108469,-106.053644,0.006,0,desert cull (greenness below threshold)
C001045,3252,33.113451,-106.053584,0.007,0,desert cull (greenness below threshold)
C001046,3256,33.113799,-106.057037,0.009,0,desert cull (greenness below threshold)
C001047,3273,33.091555,-106.038113,0.011,0,desert cull (greenness below threshold)
C001048,3277,33.091476,-106.032818,0.010,0,desert cull (greenness below threshold)
C001049,3280,33.091429,-106.029198,0.011,0,desert cull (greenness below threshold)
C001050,3283,33.093300,-106.028253,0.007,0,desert cull (greenness below threshold)
C001051,3284,33.093802,-106.028150,0.008,0,desert cull (greenness below threshold)
C001052,3288,33.097642,-106.027886,0.009,0,desert cull (greenness below threshold)
C001053,3299,33.078313,-106.066827,0.009,0,desert cull (greenness below threshold)
C001054,3308,32.951628,-106.002279,0.010,0,desert cull (greenness below threshold)
C001055,3310,32.950943,-106.005940,0.009,0,desert cull (greenness below threshold)
C001056,3314,32.950267,-106.009583,0.008,0,desert cull (greenness below threshold)
C001057,3317,32.949630,-106.012977,0.009,0,desert cull (greenness below threshold)
C001058,3319,32.949187,-106.015360,0.011,0,desert cull (greenness below threshold)
C001059,3320,32.948892,-106.016908,0.011,0,desert cull (greenness below threshold)
C001060,3323,32.947978,-106.021778,0.009,0,desert cull (greenness below threshold)
C001061,3325,32.947500,-106.024340,0.008,0,desert cull (greenness below threshold)
C001062,3329,32.944728,-106.026468,0.010,0,desert cull (greenness below threshold)
C001063,3331,32.942880,-106.027889,0.010,0,desert cull (greenness below threshold)
C001064,3333,32.941107,-106.029241,0.008,0,desert cull (greenness below threshold)
C001065,3334,32.940221,-106.029936,0.008,0,desert cull (greenness below threshold)
C001066,3337,32.937972,-106.031339,0.008,0,desert cull (greenness below threshold)
C001067,3339,32.936952,-106.031343,0.008,0,desert cull (greenness below threshold)
C001068,3341,32.934977,-106.031375,0.007,0,desert cull (greenness below threshold)
C001069,3345,32.946872,-106.027661,0.010,0,desert cull (greenness below threshold)
C001070,3348,32.945927,-106.032445,0.009,0,desert cull (greenness below threshold)
C001071,3353,32.949899,-106.027672,0.009,0,desert cull (greenness below threshold)
C001072,3354,32.950851,-106.027679,0.010,0,desert cull (greenness below threshold)
C001073,3357,32.953844,-106.027698,0.012,0,desert cull (greenness below threshold)
C001074,3358,32.955038,-106.027702,0.012,0,desert cull (greenness below threshold)
C001075,3360,32.958323,-106.027729,0.013,0,desert cull (greenness below threshold)
C001076,3362,32.960904,-106.027734,0.012,0,desert cull (greenness below threshold)
C001077,3364,32.962945,-106.027743,0.011,0,desert cull (greenness below threshold)
C001078,3366,32.964980,-106.027746,0.011,0,desert cull (greenness below threshold)
C001079,3367,32.965997,-106.027750,0.010,0,desert cull (greenness below threshold)
C001080,3369,32.968382,-106.027747,0.009,0,desert cull (greenness below threshold)
C001081,3370,32.969985,-106.027765,0.010,0,desert cull (greenness below threshold)
C001082,3372,32.973180,-106.027790,0.012,0,desert cull (greenness below threshold)
C001083,3373,32.974794,-106.027810,0.013,0,desert cull (greenness below threshold)
C001084,3374,32.976352,-106.027819,0.012,0,desert cull (greenness below threshold)
C001085,3375,32.977910,-106.027831,0.014,0,desert cull (greenness below threshold)
C001086,3376,32.979504,-106.027869,0.013,0,desert cull (greenness below threshold)
C001087,3377,32.981105,-106.027897,0.013,0,desert cull (greenness below threshold)
C001088,3379,32.984281,-106.027956,0.013,0,desert cull (greenness below threshold)
C001089,3380,32.985861,-106.027985,0.013,0,desert cull (greenness below threshold)
C001090,3381,32.987450,-106.028018,0.011,0,desert cull (greenness below threshold)
C001091,3382,32.988993,-106.028050,0.012,0,desert cull (greenness below threshold)
C001092,3384,32.992155,-106.028100,0.010,0,desert cull (greenness below threshold)
C001093,3385,32.992734,-106.028116,0.010,0,desert cull (greenness below threshold)
C001094,3387,32.995071,-106.027936,0.012,0,desert cull (greenness below threshold)
C001095,3388,32.996434,-106.027740,0.011,0,desert cull (greenness below threshold)
C001096,3390,32.999121,-106.027754,0.010,0,desert cull (greenness below threshold)
C001097,3393,33.000713,-106.027763,0.009,0,desert cull (greenness below threshold)
C001098,3397,32.981785,-106.024017,0.013,0,desert cull (greenness below threshold)
C001099,3400,32.981838,-106.019275,0.007,0,desert cull (greenness below threshold)
C001100,3406,32.981872,-106.014499,0.007,0,desert cull (greenness below threshold)
C001101,3409,32.981908,-106.009990,0.010,0,desert cull (greenness below threshold)
C001102,3411,32.981931,-106.006455,0.009,0,desert cull (greenness below threshold)
C001103,3414,32.981984,-106.001243,0.010,0,desert cull (greenness below threshold)
C001104,3415,32.983442,-106.001267,0.010,0,desert cull (greenness below threshold)
C001105,3417,32.986223,-106.001293,0.008,0,desert cull (greenness below threshold)
C001106,3420,32.983976,-106.009995,0.010,0,desert cull (greenness below threshold)
C001107,3427,32.948337,-105.990128,0.012,0,desert cull (greenness below threshold)
C001108,3430,32.945058,-105.986515,0.010,0,desert cull (greenness below threshold)
C001109,3433,32.941589,-105.982689,0.007,0,desert cull (greenness below threshold)
C001110,3436,32.932149,-105.995384,0.011,0,desert cull (greenness below threshold)
C001111,3439,32.932175,-105.991572,0.007,0,desert cull (greenness below threshold)
C001112,3461,32.912037,-105.980695,0.007,0,desert cull (greenness below threshold)
C001113,3465,32.915180,-105.980751,0.009,0,desert cull (greenness below threshold)
C001114,3466,32.916754,-105.980778,0.010,0,desert cull (greenness below threshold)
C001115,3469,32.919893,-105.980832,0.009,0,desert cull (greenness below threshold)
C001116,3472,32.921256,-105.978492,0.010,0,desert cull (greenness below threshold)
C001117,3479,32.922953,-105.972021,0.008,0,desert cull (greenness below threshold)
C001118,3487,32.930717,-105.972135,0.009,0,desert cull (greenness below threshold)
C001119,3490,32.949045,-105.827536,0.162,4,"The cyan-colored electric line is clearly visible and passes through or directly beside substantial tree cover in multiple places. The lower western portion of the route runs adjacent to and through wooded areas with visible darker tree patches. The route then extends through more open terrain with scattered woodland, particularly along the eastern segments where darker green tree clusters are adjacent to the line. While not continuously through dense forest, the line demonstrates clear interaction with significant tree cover in several sections, meeting the score 4 criteria of passing through or directly beside substantial tree cover in places."
C001120,3495,32.947548,-105.830638,0.130,4,"The cyan line passes through and directly beside substantial tree cover in multiple places. The line runs through wooded areas with visible tree patches, particularly in the center and lower portions of the image where darker forested areas are clearly adjacent to or intersected by the route. The upper portion shows more scattered trees, but overall the route demonstrates significant interaction with tree cover rather than open desert terrain."
C001121,3509,32.818151,-105.982083,0.006,0,desert cull (greenness below threshold)
C001122,3515,32.974840,-106.024554,0.012,0,desert cull (greenness below threshold)
C001123,3518,32.974928,-106.019664,0.009,0,desert cull (greenness below threshold)
C001124,3530,32.807715,-105.983399,0.006,0,desert cull (greenness below threshold)
C001125,3535,32.807722,-105.987791,0.006,0,desert cull (greenness below threshold)
C001126,3542,32.805789,-105.989924,0.006,0,desert cull (greenness below threshold)
C001127,3548,32.805805,-105.994282,0.006,0,desert cull (greenness below threshold)
C001128,3551,32.805276,-105.989302,0.006,0,desert cull (greenness below threshold)
C001129,3559,32.804053,-105.992230,0.006,0,desert cull (greenness below threshold)
C001130,3598,32.843360,-106.069528,0.003,0,desert cull (greenness below threshold)
C001131,3646,32.832346,-106.070773,0.006,0,desert cull (greenness below threshold)
C001132,3654,32.979391,-105.903970,0.008,0,desert cull (greenness below threshold)
C001133,3655,32.979025,-105.904576,0.008,0,desert cull (greenness below threshold)
C001134,3658,32.976669,-105.905634,0.009,0,desert cull (greenness below threshold)
C001135,3660,32.975333,-105.904336,0.009,0,desert cull (greenness below threshold)
C001136,3664,32.971476,-105.902243,0.010,0,desert cull (greenness below threshold)
C001137,3669,32.967426,-105.898530,0.009,0,desert cull (greenness below threshold)
C001138,3675,32.964242,-105.893311,0.007,0,desert cull (greenness below threshold)
C001139,3684,32.963131,-105.888263,0.007,0,desert cull (greenness below threshold)
C001140,3700,32.982997,-105.891937,0.006,0,desert cull (greenness below threshold)
C001141,3707,32.987003,-105.864909,0.009,0,desert cull (greenness below threshold)
C001142,3710,33.009209,-105.845553,0.021,0,desert cull (greenness below threshold)
C001143,3717,33.009227,-105.850156,0.011,0,desert cull (greenness below threshold)
C001144,3723,33.009225,-105.855023,0.008,0,desert cull (greenness below threshold)
C001145,3731,33.006833,-105.856310,0.008,0,desert cull (greenness below threshold)
C001146,3733,33.005547,-105.858736,0.008,0,desert cull (greenness below threshold)
C001147,3734,33.004986,-105.859811,0.009,0,desert cull (greenness below threshold)
C001148,3737,33.002892,-105.861175,0.010,0,desert cull (greenness below threshold)
C001149,3747,33.004941,-105.853608,0.009,0,desert cull (greenness below threshold)
C001150,3751,33.005841,-105.850135,0.015,0,desert cull (greenness below threshold)
C001151,3763,33.001538,-105.849283,0.022,0,desert cull (greenness below threshold)
C001152,3770,32.998506,-105.846276,0.034,0,desert cull (greenness below threshold)
C001153,3806,33.029276,-105.842944,0.042,4,"The cyan line passes through or directly beside substantial tree cover (darker riparian vegetation and woodland patches visible along what appears to be a river corridor) in multiple places. The line follows a river valley with clear tree cover on both sides and within the corridor. While not dense continuous forest, the tree cover is substantial and clearly adjacent to the routed line throughout most of the visible path."
C001154,3891,32.938279,-105.823536,0.171,4,"The cyan line is clearly visible and passes through or directly beside substantial tree cover in multiple locations. The terrain shows a mix of woodland/forest patches (darker green areas) and more open areas. The line passes through wooded sections, particularly along the lower and right portions of the route, where darker tree cover is evident. While not dense continuous forest for the entire path, the line clearly intersects with and runs beside significant tree patches, warranting a score of 4."
C001155,3894,32.937384,-105.822427,0.166,4,"The cyan line is clearly visible and passes through substantial tree cover throughout much of its path in this tile. The terrain shows mixed woodland and forest patches with darker green areas indicating denser tree coverage. The line traverses directly through these forested/wooded areas rather than avoiding them, though there are some open areas as well. This represents substantial tree cover interaction along the route, warranting a score of 4."
C001156,3898,32.935639,-105.820199,0.165,4,"The cyan line is clearly visible and passes through or directly beside substantial tree cover in multiple places along its path. The upper portion of the route runs through areas with dense forest/woodland patches (darker green areas), and the lower portions pass beside significant tree coverage. While there are also some more open areas with sparse trees, the overall route demonstrates multiple substantial interactions with tree cover typical of score 4."
C001157,3902,32.934021,-105.817881,0.178,3,"The cyan electric line is clearly visible and passes through terrain with scattered tree cover. The line runs through areas with dispersed woodland patches and isolated trees throughout much of its path. There are notable tree concentrations on both sides of the route, particularly visible in the darker green areas, with scattered pinyon-juniper type vegetation typical of this southern New Mexico terrain. The trees are not so dense as to constitute a continuous forest (which would be 4-5), but they are sufficiently present and close enough to the route to warrant a score of 3 for scattered trees/woodland patches close to the line."
C001158,3907,32.933880,-105.818835,0.184,2,"The cyan line is clearly visible running through the center of the tile. The surrounding terrain shows sparse, low scrubby vegetation typical of semi-arid New Mexico landscape with scattered pinyon-juniper woodland. The line passes primarily through open areas with low shrubs and sparse trees, though there is woodland visible in patches around the periphery of the tile. The immediate corridor along the line contains mostly low vegetation rather than dense tree cover, warranting a score of 2 for sparse low shrubs and scattered isolated trees not clearly adjacent to the route itself."
C001159,3912,32.930150,-105.816464,0.169,3,"The cyan line is clearly visible and passes through terrain with scattered woodland patches and isolated tree groups throughout the region. The vegetation appears to be piñon-juniper woodland typical of southern New Mexico, with trees interspersed across the landscape rather than forming dense continuous cover. The line passes near and through areas with scattered tree cover, particularly visible along what appears to be a drainage or valley feature in the lower portion of the image, and among scattered trees across the upper sections. This constitutes scattered trees/woodland patches close to the line, fitting a score of 3."
C001160,3915,32.929989,-105.818515,0.146,3,"The cyan line is clearly visible and follows a corridor through mixed terrain. The route passes through or directly adjacent to scattered tree cover (dark green patches) in multiple locations along its path, particularly visible along what appears to be a drainage or valley bottom. The trees appear to be sparse to moderate woodland rather than dense forest, with significant open areas of lighter terrain (grassland/scrub) interspersed. The line is not in dense forest but clearly interacts with tree patches in several segments, warranting a score of 3."
C001161,3920,32.926468,-105.817703,0.176,4,"The cyan line passes through and directly beside substantial tree cover throughout much of its path. The terrain shows mixed pinyon-juniper woodland with scattered patches of denser vegetation. The line runs along corridors and through areas with clear tree presence on both sides, particularly in the lower and middle portions of the route. While not dense continuous forest, the tree cover is substantial and the line is consistently near or passing through wooded areas rather than open desert."
C001162,3921,32.925506,-105.818033,0.162,4,"The cyan line is clearly visible and passes through substantial piñon-juniper woodland throughout most of its path. The line runs directly through tree cover characterized by scattered to moderate density conifer trees typical of southern New Mexico high desert forest. While not dense continuous forest, the tree coverage is consistent and substantial along the route, with the line clearly traversing woodland rather than open terrain. This warrants a score of 4 for passing through or directly beside substantial tree cover in multiple locations."
C001163,3925,32.923151,-105.819836,0.198,4,"The cyan line is clearly visible running through an area with substantial tree cover. The terrain shows scattered to moderate woodland with juniper and piñon trees typical of southern New Mexico. The line passes directly through and beside tree clusters throughout its route across the tile, with trees visible both along and immediately adjacent to the drawn corridor. While not dense forest, the tree coverage is substantial enough and sufficiently close to the line to warrant a score of 4."
