id,lat,lng,fast,overhead,sv,combined,has_sv,reason
R00303,37.125921,-122.132342,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a dense forest with tall redwood and conifer trees, understory vegetation, and dappled sunlight, but no power lines, poles, crossarms, or uninsulated conductors are present."
R00304,37.126055,-122.130931,4,-1,5,5,True,"Overhead conductors are visible crossing the upper portion of the image (diagonal lines top-left to right). Tall trees and dense foliage are at and above conductor height, with tree crowns and branches directly touching or overhanging the lines within a few feet — violation-level clearance."
R00305,37.126081,-122.133651,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway with a house, vehicles, and surrounding forest vegetation, but no utility poles or power lines are present in the scene."
R00306,37.126103,-122.122266,0,-1,0,0,True,"No overhead electric distribution lines are visible in this Street View image. The scene shows a commercial/retail area with parking lot, buildings, and trees in the background, but no wood poles, crossarms, or uninsulated conductors are present."
R00307,37.126115,-122.129864,0,-1,0,0,True,"No overhead electric distribution lines are visible in this image. The scene shows a tree-lined road in the Santa Cruz Mountains with tall redwoods and other trees on both sides, but no wooden poles, crossarms, or uninsulated conductors are present. Only mature forest canopy is visible along the roadway."
R00308,37.126122,-122.126875,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the road with a pole on the right. Tree crowns and foliage on the left are at conductor height and appear to touch/overhang the lines, with dense tall trees on the right also at/above the conductors within falling distance. Nearest vegetation is AT conductor height and essentially in contact (0-4 ft)."
R00309,37.126133,-122.120535,3,-1,4,4,True,"A wood distribution pole with crossarm is visible left of center, with conductors running horizontally across the scene. Tall redwoods and conifers on both sides reach at/above conductor height, with tree crowns directly beside the line within the recommended envelope and posing fall-in risk. Nearest vegetation is ABOVE conductor height within roughly a few feet to a dozen feet."
R00310,37.126195,-122.121332,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. While there are utility poles and lines present (appearing as thin wires in the distance on the right side), no clear distribution conductors with associated wood poles and crossarms are identifiable in the frame. The vegetation in the foreground consists of ivy-covered trees and shrubs below conductor height, but no distribution lines are present to assess clearance against."
R00311,37.126245,-122.122957,3,-1,4,4,True,"Overhead conductors are visible running diagonally across the left/upper portion of the image toward a pole/mast on the building. Tall trees and dense foliage are at or above conductor height directly beside and behind the line, well within the recommended clearance envelope, with vegetation crowns adjacent to the wires."
R00312,37.126245,-122.127424,4,-1,5,5,True,"Overhead distribution conductors are visible running along the road from the pole on the right. Trees on both sides have crowns at and above conductor height, with foliage directly overhanging and touching the lines, well within the 4 ft violation threshold."
R00313,37.126270,-122.126356,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined residential road in the Santa Cruz Mountains with dense vegetation on both sides, but no utility poles, crossarms, or uninsulated conductors are present."
R00314,37.126270,-122.132843,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential driveway lined with tall redwood and other trees, but no power lines, poles, or conductors are present."
R00315,37.126319,-122.132023,4,-1,5,5,True,"Overhead distribution conductors are visible spanning across the frame from the pole on the right. Dense tall trees and foliage crowd the corridor, with vegetation at and above conductor height immediately adjacent, appearing to touch or nearly touch the lines - violation-level clearance."
R00316,37.126419,-122.127956,4,-1,4,4,True,"Overhead distribution conductors are visible running along the road with a pole mid-frame. Dense tree crowns on both sides are at or near conductor height, with foliage on the right within the ~12 ft envelope. Trees are AT conductor height and only a few feet away laterally."
R00317,37.126434,-122.130516,5,-1,4,4,True,"Overhead distribution conductors are visible spanning horizontally across the frame supported by a wood pole. Dense tree crowns are at/above conductor height directly beside and behind the lines, within a few feet of the conductors on both sides, placing vegetation well inside the recommended 12 ft envelope with fall-in risk."
R00318,37.126663,-122.128574,4,-1,4,4,True,"Overhead conductors are visible on the left side running along the road, supported by poles among tall redwoods. Dense tree crowns and redwood trunks are directly beside and above the line at conductor height, within a few feet. Tall trees also present fall-in risk. No confirmed contact, but vegetation is well within the recommended envelope."
R00319,37.126699,-122.125947,4,-1,5,5,True,"A wood distribution pole with crossarm and multiple uninsulated conductors is clearly visible. Dense tree crowns on the right side reach to and above conductor height, with foliage appearing to touch/overhang the lines - violation-level clearance. Vegetation is AT/ABOVE conductor height and within a few feet."
R00320,37.126711,-122.122748,4,-1,5,5,True,"Distribution conductors are visible on the wood pole with crossarm and transformer on the right, and lines running along the road. Dense tall trees/redwoods are directly beside the pole with crowns AT or ABOVE conductor height, and foliage appears to touch or overhang the conductors within a few feet."
R00321,37.126751,-122.131151,3,-1,4,4,True,"Distribution conductors are visible on the right side, running from the pole with transformer down the road. Tall redwoods and conifers surround the corridor with crowns at and well above conductor height directly beside and overhanging the line, within the 12 ft envelope and posing significant fall-in risk."
R00322,37.126911,-122.126935,1,-1,1,1,True,"Two wood utility poles with overhead distribution conductors are visible on the hillside. The nearest vegetation consists of low grass and scattered shrubs on the cleared embankment, all BELOW conductor height and well outside the 4-12 ft clearance envelope. Taller conifer trees visible in the background are distant from the line corridor and do not pose an immediate fall-in hazard to the conductors."
R00323,37.126953,-122.125377,5,-1,4,4,True,"Overhead distribution conductors are faintly visible spanning across the road and running down the right side of the corridor. Tall redwoods and dense tree crowns on both sides are AT or ABOVE conductor height and immediately adjacent, well within the 12 ft envelope and posing fall-in risk."
R00324,37.126998,-122.129093,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. There is a service line or single-phase wire visible in the upper left, but no distribution-level conductors with wood poles, crossarms, or uninsulated multi-phase lines are present in the scene. The image shows a residential driveway with mature trees and vegetation, but no distribution infrastructure requiring clearance assessment."
R00325,37.127018,-122.120878,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The scene shows a sandy beach or clearing area with people, trees in the background, and a wooden fence structure, but no poles, crossarms, or uninsulated conductors."
R00326,37.127041,-122.132034,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway lined with tall redwood and conifer trees, but no utility poles, crossarms, or distribution-level conductors can be identified. Only vegetation is present."
R00327,37.127067,-122.124837,4,-1,4,4,True,"Overhead distribution conductors are visible spanning across the upper portion of the image with a pole on the right side. Dense tree crowns on both sides of the corridor are at or above conductor height, with foliage on the right approaching within the ~12 ft envelope of the line."
R00328,37.127075,-122.127518,4,-1,4,4,True,"A wood distribution pole with a streetlight is visible on the left, with conductors running along the corridor. Tall trees on both sides, especially the large evergreens on the right, reach at or above conductor height directly beside the line, with crowns well within the 12 ft envelope and posing fall-in risk. Nearest vegetation is AT/ABOVE conductor height, within a few feet."
R00329,37.127170,-122.124160,4,-1,5,5,True,"Overhead distribution conductors are visible spanning across the road, supported by a pole mid-image. Tall redwoods and dense tree crowns are ABOVE conductor height and directly adjacent, with foliage appearing to touch or overhang the conductors on both sides. Vegetation is well within the 4 ft envelope, a violation-level condition."
R00330,37.127171,-122.129595,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the sky from upper left toward the right side of the image. Tall trees on both sides, particularly the dense crowns on the right, are at or above conductor height and directly adjacent to the line, placing vegetation within the recommended clearance envelope."
R00331,37.127212,-122.123596,4,-1,4,4,True,"Overhead distribution conductors are visible spanning the sky across the road. Tall redwoods and dense tree crowns on both sides reach at or above conductor height, directly beside the line within the recommended clearance envelope. Nearest vegetation appears AT/ABOVE conductor height within a few feet on the right side."
R00332,37.127371,-122.128072,2,-1,2,2,True,"Overhead distribution conductors are visible on poles along the left side of the road. The nearest vegetation (shrubs and lower tree growth) on both sides of the corridor is BELOW conductor height and appears to be 15–20+ feet away from the line. While there are taller trees in the background and to the right, they are not in the immediate fall-in zone. The vegetation clearance is acceptable relative to the 4 ft minimum and 12 ft recommended CPUC standards, though monitoring for future growth is warranted."
R00333,37.127399,-122.127002,2,-1,2,2,True,"Overhead distribution conductors are visible on the wooden pole in the left-center of the image. The nearest vegetation consists of trees and foliage that are predominantly BELOW conductor height and located several feet away from the line corridor. There are no vegetation crowns at or above conductor height directly beside the line, and no vegetation within the 4 ft or 12 ft clearance envelopes. Trees are present in the area but maintain adequate separation from the conductors."
R00334,37.127437,-122.131919,4,-1,5,5,True,"An overhead conductor spans across the upper portion of the image from left to right, disappearing into dense tree foliage. Tall redwoods and other trees crowd the line and vegetation appears to be touching/overhanging the conductor as it enters the canopy on the right, indicating violation-level contact. Nearest vegetation is AT or ABOVE conductor height and directly contacting the line."
R00335,37.127447,-122.114542,5,-1,5,5,True,"Overhead distribution conductors are visible spanning across the top of the image and running along the corridor with a pole at right-center. Dense tree crowns and branches are at and above conductor height on both sides, with foliage directly touching/overhanging the lines - violation-level clearance."
R00336,37.127489,-122.128600,4,-1,4,4,True,"A wood distribution pole with crossarm and multiple overhead conductors is clearly visible running left across the frame. Tall trees on the right slope have crowns at or above conductor height directly beside the line, and dense vegetation is within the recommended 12 ft envelope. Nearest vegetation is AT conductor height within a few feet on the right side."
R00337,37.127517,-122.122946,4,-1,4,4,True,"Overhead distribution conductors are visible running along the right side of the road with poles and crossarms. Tall redwoods and dense conifers on both sides reach at or above conductor height, with tree crowns directly beside the line within the recommended 12 ft envelope. Nearest vegetation is ABOVE conductor height, only a few feet from the conductors."
R00338,37.127541,-122.124526,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway lined with vegetation, trees, and landscaping, but no electric poles, crossarms, or uninsulated conductors are present."
R00339,37.127575,-122.114008,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the frame from upper left toward the poles/right. Dense tall trees and branches are directly touching and overhanging the lines, with foliage well above and at conductor height within inches, indicating violation-level contact."
R00340,37.127656,-122.130135,4,-1,4,4,True,"A wood pole is visible on the left with what appear to be distribution conductors running along the corridor, heavily obscured by a large overhanging oak canopy. Tree crowns are AT/ABOVE conductor height directly beside and over the line, with foliage within the recommended clearance envelope."
R00341,37.127749,-122.113495,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a narrow forested road lined with tall redwood and other trees, with vegetation on both sides, but no utility poles, crossarms, or uninsulated conductors are present in the frame."
R00342,37.127839,-122.132052,4,-1,5,5,True,"A wood distribution pole with crossarm is visible right of center, with conductors running along the road. Dense trees and vegetation on the right embankment are at conductor height and appear to touch/overhang the lines, and tall redwoods on the left tower well above the conductors within falling distance. Nearest vegetation is AT conductor height and within ~4 ft."
R00343,37.127867,-122.127563,3,-1,4,4,True,"A wood distribution pole with crossarm and transformer is visible on the left, with conductors running rightward across the frame. Large trees on the right side reach at or above conductor height and their crowns are close to the line span, placing vegetation within the recommended clearance envelope."
R00344,37.127971,-122.122985,3,-1,4,4,True,"Overhead distribution conductors are visible running along the road, supported by a wood pole with crossarm on the left. Tall redwoods and other trees line the corridor, with crowns at or above conductor height directly beside the line on the right side. Nearest vegetation appears AT/ABOVE conductor height within the recommended clearance envelope."
R00345,37.127997,-122.124541,5,-1,5,5,True,"A wood distribution pole with crossarm and conductors is visible center-left, with lines running across the frame. Tall trees (redwoods on left, deciduous trees on right) reach at or above conductor height, and foliage appears to overhang/touch the conductors near the pole and to the right, indicating violation-level encroachment."
R00346,37.128017,-122.112853,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The photo shows residential properties surrounded by tall trees in a forested setting, but no power lines or utility infrastructure can be identified."
R00347,37.128067,-122.122231,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential area with parked vehicles, small outbuildings, and a white house surrounded by tall trees, but no power lines or utility infrastructure are apparent in the frame."
R00348,37.128108,-122.113866,4,-1,5,5,True,"Overhead distribution conductors are visible in the upper left crossing the scene. Tall trees and foliage on the left are at/above conductor height and directly adjacent, with branches appearing to touch or overhang the lines. Dense redwood/tree canopy towers well above the conductors within falling distance, indicating violation-level clearance concerns."
R00349,37.128137,-122.128225,1,-1,1,1,True,"Overhead distribution conductors are visible as a single line crossing the upper portion of the image. The nearest vegetation consists of low shrubs and landscaping immediately around the residential property below conductor height, approximately 15-20+ feet away horizontally and well below the conductor level. No tall trees are positioned directly beneath or immediately adjacent to the line corridor in this view."
R00350,37.128161,-122.132448,4,-1,5,5,True,"A wood distribution pole with crossarm is visible on the left, with conductors running along the road. Dense trees and vegetation are immediately adjacent, with tall conifers towering ABOVE conductor height and crowns overhanging/touching the line corridor within a few feet, well inside the 4 ft envelope with clear fall-in risk."
R00351,37.128166,-122.130614,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the frame from upper left and running down the corridor to a pole near center. Dense trees and tall crowns crowd the corridor on both sides, with vegetation at and above conductor height directly beside and overhanging the lines within a few feet, indicating violation-level encroachment."
R00352,37.128299,-122.113336,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a tree-lined rural road with mature trees on both sides, but no utility poles, crossarms, or uninsulated conductors can be identified. Only vegetation (tall trees and understory growth) is present along the corridor."
R00353,37.128362,-122.116681,4,-1,4,4,True,Overhead distribution conductors are visible running along the right side of the road with a wood pole. Dense trees and shrubs on the right are at or above conductor height and directly beside the line within the recommended clearance envelope. Tall redwoods on the left also exceed line height within falling distance.
R00354,37.128414,-122.127755,0,-1,0,0,True,"No overhead distribution lines or conductors are visible in this image. The view shows a rural road lined with dense vegetation and trees in the Santa Cruz Mountains, but no utility poles, crossarms, or uninsulated conductors are present in the frame."
R00355,37.128427,-122.123012,3,-1,5,5,True,"Distribution conductors are visible on the left running from poles and crossing toward a pole near center-right. Tall redwoods and dense vegetation are at and above conductor height immediately adjacent to and overhanging the lines, well within the 4 ft envelope, indicating violation-level encroachment."
R00356,37.128436,-122.117367,4,-1,5,5,True,"Overhead distribution conductors run along the right side of the road on a wood pole with crossarm. Dense tall trees and vegetation on the right are at/above conductor height and directly overhanging/touching the line, well within the 4 ft envelope - violation level."
R00357,37.128464,-122.124694,3,-1,4,4,True,"Distribution conductors are visible spanning from the wood pole with crossarm at center-right across the image. Tall redwoods and other trees on both sides reach at or above conductor height, with tree crowns directly beside and near the line within the recommended 12 ft envelope. Nearest vegetation is AT/ABOVE conductor height within a few feet to ~10 ft."
R00358,37.128495,-122.114128,3,-1,5,5,True,"Overhead distribution conductors are visible crossing the scene diagonally and running along the road. Dense redwood and conifer foliage is at and above conductor height, with tree crowns directly touching/overhanging the lines, especially on the right side. This is violation-level contact."
R00359,37.128507,-122.122442,2,-1,2,2,True,"Distribution conductors are visible on both sides of the road on wooden poles. The nearest vegetation (tall conifers on both sides) is BELOW conductor height and appears to be approximately 15–20+ feet away horizontally from the line corridor. While there are substantial trees in the area, their crowns are positioned below the conductor elevation and maintain adequate clearance outside the immediate envelope. No immediate violation-level hazard is present, though the proximity of mature trees warrants monitoring for fall-in risk if they were to become unstable."
R00360,37.128508,-122.117876,4,-1,5,5,True,"Overhead distribution conductors are visible running along the left side of the road, supported by poles. Dense tall trees and vegetation on the left are at and above conductor height, with foliage directly adjacent to and overhanging the lines within a few feet, indicating violation-level clearance."
R00361,37.128509,-122.121751,4,-1,5,5,True,"Multiple overhead distribution conductors span the scene from left to right. Tall redwoods and dense conifer foliage are directly adjacent to and overhang the lines; on the right side tree crowns are well above conductor height and within a few feet of the wires, indicating violation-level encroachment."
R00362,37.128537,-122.132945,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The road is lined with tall trees on both sides, but no utility poles, crossarms, or uninsulated distribution conductors can be seen along the roadway or overhead corridor."
R00363,37.128556,-122.116040,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the road and running along the right side. Tall redwoods and dense tree crowns on the right are AT or ABOVE conductor height directly adjacent to and overhanging the line, well within the 4 ft envelope, indicating violation-level contact/overhang."
R00364,37.128584,-122.118432,4,-1,5,5,True,"Overhead distribution conductors are visible running along the right side of the road with a pole on the right. Tall redwoods and dense vegetation on the right are AT or ABOVE conductor height and appear to be touching/immediately adjacent to the lines, indicating violation-level clearance."
R00365,37.128616,-122.120837,4,-1,5,5,True,"Overhead distribution conductors are visible running diagonally across the upper right of the image. Tall redwoods and dense tree crowns on both sides are AT or ABOVE conductor height, with foliage on the right appearing to touch or overhang the line within a few feet, indicating violation-level clearance."
R00366,37.128628,-122.131140,4,-1,5,5,True,"A wood distribution pole with crossarm is visible at left, and conductors span across the road toward tall trees on the right. Dense tall trees on both sides have crowns at or above conductor height, with foliage on the right side appearing to touch/overhang the line where it enters the trees - violation-level clearance."
R00367,37.128695,-122.115554,4,-1,5,5,True,"Overhead distribution conductors are visible on a wood pole with crossarm at left-center, running along the road. Tall redwoods and dense tree foliage are directly beside and overhanging the conductors, with crowns well ABOVE conductor height and foliage at/within the line at essentially zero clearance, indicating violation-level encroachment."
R00368,37.128716,-122.119085,3,-1,5,5,True,"Overhead distribution conductors are visible on the left running along the road from a wood pole. Tall redwoods and dense tree crowns are directly adjacent to and above the conductor height, with foliage appearing to touch or overhang the lines within a few feet."
R00369,37.128757,-122.120229,4,-1,5,5,True,"Overhead conductors are visible crossing the top of the frame. Tall redwoods and dense tree crowns rise well ABOVE conductor height on both sides, with foliage in the upper right appearing to touch/overhang the lines within ~4 ft. Multiple trees taller than the line pose fall-in risk."
R00370,37.128787,-122.119643,3,-1,5,5,True,"Overhead distribution conductors are visible on the left side running along the road, supported by wood poles. Dense trees and vegetation on the left are AT and ABOVE conductor height and appear to be touching/overhanging the lines within a few feet, indicating a violation-level clearance issue."
R00371,37.128841,-122.115016,4,-1,4,4,True,"Overhead distribution conductors are visible on the right side running along the road, supported by poles. Tall redwoods and dense vegetation on the right are AT or ABOVE conductor height and very close to the line (within a few feet), creating fall-in and encroachment risk."
R00372,37.128885,-122.123049,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the road, supported by a pole on the right. Dense tree crowns on the left rise well ABOVE conductor height and vegetation appears to be touching/overhanging the lines on the left side (within a few feet), indicating a violation-level condition."
R00373,37.128917,-122.124673,3,-1,4,4,True,"Overhead conductors are visible spanning across the sky from upper right toward the pole/tree area center. Tall redwood and conifer crowns are at or above conductor height directly beside and beneath the line span, well within the 12 ft envelope and posing fall-in risk."
R00374,37.128963,-122.122094,4,-1,4,4,True,"A wood distribution pole with crossarm is visible left of center, with faint conductors running across the road. Dense tall conifers and redwoods flank both sides of the corridor, with tree crowns at and above conductor height directly beside the line and vegetation encroaching within the recommended envelope. Nearest vegetation is ABOVE conductor height within a few feet."
R00375,37.128991,-122.133499,3,-1,4,4,True,"A wood distribution pole with equipment is visible on the left, with conductors running along the corridor. Dense trees and tall vegetation (redwoods and deciduous crowns) are immediately adjacent to and at/above conductor height, well within the 12 ft recommended envelope and posing fall-in risk."
R00376,37.129028,-122.131755,4,-1,4,4,True,"Overhead distribution conductors are visible spanning across the road and running to a pole on the right. Tall redwood and conifer crowns on both sides rise well ABOVE conductor height, with dense foliage immediately adjacent to the line (within ~12 ft envelope) and numerous tall trees within falling distance."
R00377,37.129105,-122.113945,3,-1,4,4,True,"Faint distribution lines appear to run along the right side of the road near the pole around the parked white van. Tall trees and dense forest crowns are at or above conductor height directly beside the line, within the recommended clearance envelope."
R00378,37.129182,-122.120444,4,-1,5,5,True,"Overhead distribution conductors are visible running diagonally across the upper left and along the road corridor. Tall redwoods and dense vegetation are immediately adjacent, with tree crowns and foliage at/above conductor height and vegetation appearing to touch/overhang the lines on the left side. Nearest vegetation is ABOVE conductor height and within a few feet, indicating a violation-level condition plus significant fall-in risk from the surrounding tall trees."
R00379,37.129198,-122.132326,3,-1,5,5,True,"A conductor is visible on the left side running diagonally through the frame. Dense vegetation and tall trees are immediately adjacent, with foliage effectively touching/overhanging the line at a height above the conductor. This is a violation-level clearance situation."
R00380,37.129238,-122.117778,3,-1,4,4,True,"A faint overhead conductor is visible in the upper left crossing the road corridor. Tall redwoods and dense tree crowns are at/above conductor height directly beside the line, well within the recommended envelope and posing fall-in risk."
R00381,37.129261,-122.113295,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a rural mountain road with dense vegetation on both sides, including tall trees and undergrowth on a hillside, but no wood poles, crossarms, or uninsulated conductors are present in the view."
R00382,37.129353,-122.123096,4,-1,5,5,True,"Overhead distribution conductors are visible spanning across the road from the left side. Tall redwoods and dense tree crowns are at and above conductor height directly beside and overhanging the lines, with foliage appearing to touch/overhang the conductors on the left side."
R00383,37.129399,-122.133738,4,-1,4,4,True,"Overhead distribution conductors are visible spanning across the road and running toward a pole with equipment on the right side. Tall redwoods and dense tree crowns are at and above conductor height directly beside and overhanging the line corridor, within the recommended clearance envelope and posing fall-in risk. Nearest vegetation is ABOVE conductor height, only a few feet from the line."
R00384,37.129441,-122.117268,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The tall poles visible appear to be on private residential property and do not show clear distribution line infrastructure with uninsulated conductors. The image shows a residential driveway with large trees, but no utility distribution lines with exposure to vegetation clearance issues."
R00385,37.129469,-122.112822,3,-1,5,5,True,"Distribution conductors are visible running from the wood pole on the right across the road. Tall redwoods and dense vegetation are directly adjacent to and overhanging the conductor line, with tree crowns well above conductor height and within touching/violation-level distance on the right side."
R00386,37.129509,-122.132811,4,-1,5,5,True,"A wood distribution pole with crossarm is visible on the right, with conductors running across the road. Tall trees and dense foliage on the right are at/above conductor height and directly overhanging/touching the lines, well within the 4 ft clearance envelope."
R00387,37.129646,-122.120829,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the upper portion of the image. Tall redwoods and dense tree crowns are at or above conductor height directly beside the line corridor, well within the recommended 12 ft envelope, though no clear touching contact is confirmed."
R00388,37.129739,-122.119062,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a residential driveway with trees and vegetation on both sides, but no wooden poles, crossarms, or uninsulated conductors are present. Only dense foliage and mature trees are visible along the property line."
R00389,37.129749,-122.112364,4,-1,4,4,True,"Overhead conductors are visible crossing the frame diagonally against the sky. Tall trees (redwoods/conifers) line both sides of the road with crowns AT or ABOVE conductor height directly beside the line, within the recommended clearance envelope and posing fall-in risk."
R00390,37.129770,-122.122177,3,-1,4,4,True,"A single overhead conductor is visible crossing the upper portion of the image against the sky. Tall trees line both sides of the road with crowns at or above the conductor height, and dense vegetation is directly beside the line within the recommended clearance envelope. Nearest vegetation appears ABOVE conductor height within a few feet."
R00391,37.129799,-122.113901,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential property with a garage/workshop building, driveway, vehicles, and surrounding vegetation including trees, but no power lines or utility poles are present in the frame."
R00392,37.129799,-122.113249,4,-1,5,5,True,"Multiple overhead distribution conductors span the image left to right. The large oak tree crown in center and the conifer at left are at or above conductor height with foliage overhanging/touching the lines, indicating violation-level intrusion within ~4 ft."
R00393,37.129852,-122.119591,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows dense vegetation including trees and shrubs along what appears to be a roadside corridor, but no wood poles, crossarms, or uninsulated distribution conductors can be identified. Only foliage and tree canopy are visible."
R00394,37.129859,-122.123342,3,-1,5,5,True,"Overhead distribution conductors are visible spanning the road on the right side, supported by a pole. Dense redwood and mixed forest crowns are directly at and above conductor height on both sides, with foliage overhanging and effectively touching the line - violation-level clearance."
R00395,37.129881,-122.133156,3,-1,5,5,True,"Overhead distribution conductors are visible extending from the wood pole at left across the corridor. Trees and vegetation on both sides rise to or above conductor height, with foliage on the right and left within a few feet of and overhanging the lines. Tall redwoods along the corridor also pose fall-in risk."
R00396,37.129913,-122.133925,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the sky from left to right across the road corridor. Tall trees (redwoods/conifers) on both sides reach well ABOVE conductor height and dense crowns appear to be touching or overhanging the spans, well within the 4 ft envelope."
R00397,37.130052,-122.111939,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the road from a wood pole on the right with crossarm. Dense tree crowns on both sides are at conductor height and appear to be touching/overhanging the conductors on the left, well within the 4 ft envelope."
R00398,37.130185,-122.121868,4,-1,4,4,True,"Overhead conductors are visible spanning across the top of the frame. Tall redwoods and conifers flank the corridor with crowns clearly at or above conductor height directly beside the line, posing fall-in and encroachment risk. Nearest tall trees are AT/ABOVE conductor height and close to the span."
R00399,37.130238,-122.121232,4,-1,5,5,True,"A single overhead conductor spans across the upper portion of the image. Tall conifer crowns on both sides rise to and above the conductor height, with foliage appearing to touch/overhang the line - violation-level encroachment. Nearest vegetation is AT/ABOVE conductor height and essentially in contact."
R00400,37.130242,-122.119386,2,-1,2,2,True,"Overhead distribution conductors are visible on wood pole in the center of the image. Vegetation (mixed deciduous and coniferous trees) is present in the background and to the right side, but the nearest vegetation appears to be BELOW conductor height and outside the immediate clearance envelope. Trees are at distance and do not pose an immediate fall-in risk or encroachment. Low vegetation on the roadside is minimal. No vegetation is touching or within the ~4 ft violation zone."
R00401,37.130249,-122.134238,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the road diagonally from a pole on the left. Tall trees flank the corridor on both sides, with tree crowns at and above conductor height directly beside and overhanging the line, and dense vegetation appears within a few feet of the conductors, indicating violation-level clearance."
R00402,37.130264,-122.113365,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential driveway or road lined with mature trees on both sides, but no power lines, wooden poles, crossarms, or uninsulated conductors are apparent. Therefore, no vegetation clearance assessment is applicable."
R00403,37.130296,-122.133484,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the sky in the upper right portion of the image. Tall redwoods and conifers on both sides of the corridor reach well ABOVE conductor height, with tree crowns directly beside the line and within falling distance, some vegetation appearing near the recommended 12 ft envelope."
R00404,37.130417,-122.111429,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a road through a forested corridor with dense tree canopy on both sides, but there are no utility poles, crossarms, or uninsulated conductors visible. Only trees and road are present."
R00405,37.130458,-122.123860,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The view shows a forested road in the Santa Cruz Mountains with dense vegetation on both sides, including tall conifers and dense understory growth, but no visible wood poles, crossarms, or uninsulated conductors."
R00406,37.130466,-122.120055,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the upper portion of the image from the pole at right toward the left. A large tree crown on the right sits directly beside and appears to overhang/touch the conductors, well within the 4 ft clearance envelope, indicating a violation-level condition."
R00407,37.130500,-122.122328,3,-1,5,5,True,"Overhead conductors are visible crossing the upper right portion of the image, running along the road corridor. Dense tall trees (redwoods and conifers) flank the line on both sides, with crowns AT or ABOVE conductor height and foliage immediately adjacent to/overhanging the wires (well within 4 ft). This is violation-level clearance."
R00408,37.130559,-122.120561,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. While there are utility poles and lines visible in the upper left portion of the image, they are not clearly identifiable as distribution lines with exposed conductors. The image shows a rural mountain road with dense vegetation on both sides, but no clear CPUC distribution infrastructure that can be assessed for vegetation clearance violations."
R00409,37.130641,-122.134897,4,-1,4,4,True,"Distribution conductors are visible on the right, supported by a wood pole with crossarm near the road bend, spanning across to the trees on the right. Tall redwoods and dense tree crowns on the right side are at or above conductor height and immediately adjacent to the line, placing vegetation within the recommended 12 ft envelope and posing fall-in risk."
R00410,37.130711,-122.133717,4,-1,5,5,True,"Overhead distribution conductors run along the left/center of the corridor from a wood pole visible mid-frame. Tall redwoods and dense tree crowns on the right side extend well above conductor height and appear immediately adjacent to and overhanging the line, within violation-level clearance (<4 ft), with clear fall-in risk from trees far taller than the line."
R00411,37.130721,-122.111005,4,-1,4,4,True,"A faint overhead conductor is visible crossing the upper-left of the image against the sky. Tall trees (redwoods/conifers) crowd both sides of the corridor with crowns at or above the apparent conductor height, and dense vegetation is directly beside/within the recommended envelope. Nearest vegetation is AT/ABOVE conductor height and within a few feet."
R00412,37.130809,-122.124382,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The road shows dense forest vegetation on both sides with tall trees lining the corridor, but no wood poles, crossarms, or uninsulated conductors are apparent."
R00413,37.130890,-122.108372,0,-1,0,0,True,"No overhead distribution conductors are visible in this Street View image. The scene shows a rural driveway with dense vegetation on both sides, but no utility poles, crossarms, or uninsulated conductors are present in the frame."
